UV-Vis Spectrum of Solution of Ferrocene in anhydrous Acetone
wavelength,absorbance
674.9,-0.00213299
674.8,-0.0021275
674.7,-0.00213066
674.6,-0.00210129
674.5,-0.0021072
674.4,-0.00209275
674.3,-0.00208553
674.2,-0.00211395
674.1,-0.00210589
674,-0.00210183
673.9,-0.00209341
673.8,-0.00207944
673.7,-0.00207043
673.6,-0.00208631
673.5,-0.00209449
673.4,-0.00208744
673.3,-0.00207455
673.2,-0.00206637
673.1,-0.00206416
673,-0.00206153
672.9,-0.00207126
672.8,-0.00206762
672.7,-0.00204201
672.6,-0.00204028
672.5,-0.00205151
672.4,-0.00203252
672.3,-0.00203992
672.2,-0.00203795
672.1,-0.00203097
672,-0.00205461
671.9,-0.00206619
671.8,-0.00207132
671.7,-0.0020638
671.6,-0.00205037
671.5,-0.00204536
671.4,-0.0020518
671.3,-0.00206028
671.2,-0.00206106
671.1,-0.00206094
671,-0.00203861
670.9,-0.00202172
670.8,-0.00200632
670.7,-0.00200011
670.6,-0.00199307
670.5,-0.00198733
670.4,-0.00198363
670.3,-0.00197993
670.2,-0.00198638
670.1,-0.001997
670,-0.00201629
669.9,-0.00203551
669.8,-0.00202106
669.7,-0.00201688
669.6,-0.00201647
669.5,-0.00198351
669.4,-0.00200662
669.3,-0.00199909
669.2,-0.00200554
669.1,-0.00203031
669,-0.00201455
668.9,-0.00201103
668.8,-0.00199951
668.7,-0.00197563
668.6,-0.00198984
668.5,-0.00198638
668.4,-0.0019597
668.3,-0.00197253
668.2,-0.00194119
668.1,-0.00193546
668,-0.00194716
667.9,-0.00193039
667.8,-0.00193594
667.7,-0.00195492
667.6,-0.00194656
667.5,-0.00195247
667.4,-0.00195743
667.3,-0.00195367
667.2,-0.00197354
667.1,-0.00197068
667,-0.00196453
666.9,-0.00195856
666.8,-0.00197277
666.7,-0.00196346
666.6,-0.00196364
666.5,-0.00195683
666.4,-0.00192854
666.3,-0.00193653
666.2,-0.00193325
666.1,-0.00192728
666,-0.00192006
665.9,-0.00192448
665.8,-0.00193952
665.7,-0.00196376
665.6,-0.00196668
665.5,-0.00195564
665.4,-0.00195552
665.3,-0.00193009
665.2,-0.00195086
665.1,-0.00195701
665,-0.00194973
664.9,-0.00196746
664.8,-0.00194853
664.7,-0.00192448
664.6,-0.00190836
664.5,-0.0019077
664.4,-0.00191469
664.3,-0.00193504
664.2,-0.00195522
664.1,-0.00193671
664,-0.00191779
663.9,-0.00194101
663.8,-0.00193092
663.7,-0.00195874
663.6,-0.00198829
663.5,-0.00195367
663.4,-0.00196387
663.3,-0.00194376
663.2,-0.0019151
663.1,-0.00192257
663,-0.00191087
662.9,-0.00191355
662.8,-0.00191027
662.7,-0.00189194
662.6,-0.0018763
662.5,-0.00186436
662.4,-0.0018732
662.3,-0.00189218
662.2,-0.00189141
662.1,-0.00187529
662,-0.00187374
661.9,-0.00186311
661.8,-0.00186019
661.7,-0.00186926
661.6,-0.0018489
661.5,-0.0018381
661.4,-0.00184413
661.3,-0.00183643
661.2,-0.0018449
661.1,-0.00185153
661,-0.0018535
660.9,-0.0018529
660.8,-0.00185505
660.7,-0.00185577
660.6,-0.00182509
660.5,-0.00182133
660.4,-0.00181213
660.3,-0.00182544
660.2,-0.00186562
660.1,-0.00186478
660,-0.00185929
659.9,-0.0018387
659.8,-0.00181643
659.7,-0.00182753
659.6,-0.00184126
659.5,-0.00184174
659.4,-0.00184902
659.3,-0.00183667
659.2,-0.0018569
659.1,-0.00185947
659,-0.00184037
658.9,-0.00183464
658.8,-0.00181559
658.7,-0.00183416
658.6,-0.00184102
658.5,-0.00185965
658.4,-0.00186538
658.3,-0.00184186
658.2,-0.00181995
658.1,-0.00181243
658,-0.00180586
657.9,-0.00178933
657.8,-0.00181542
657.7,-0.001815
657.6,-0.00180133
657.5,-0.00180133
657.4,-0.00180706
657.3,-0.00181512
657.2,-0.0018215
657.1,-0.00182479
657,-0.0018255
656.9,-0.00181912
656.8,-0.00181028
656.7,-0.00182222
656.6,-0.001807
656.5,-0.00179219
656.4,-0.00178784
656.3,-0.00176641
656.2,-0.00176694
656.1,-0.00176056
656,-0.00177088
655.9,-0.00179631
655.8,-0.00181512
655.7,-0.00183971
655.6,-0.00183541
655.5,-0.00182586
655.4,-0.00182192
655.3,-0.00180264
655.2,-0.00179822
655.1,-0.0018067
655,-0.00178921
654.9,-0.0017913
654.8,-0.0017953
654.7,-0.00180192
654.6,-0.00180192
654.5,-0.00179506
654.4,-0.00179554
654.3,-0.0017907
654.2,-0.00181243
654.1,-0.00182461
654,-0.0018224
653.9,-0.00179046
653.8,-0.00176324
653.7,-0.00173005
653.6,-0.00171955
653.5,-0.00172778
653.4,-0.0017214
653.3,-0.00173728
653.2,-0.00172134
653.1,-0.00172641
653,-0.00173059
652.9,-0.0017371
652.8,-0.0017491
652.7,-0.00173334
652.6,-0.00171549
652.5,-0.00170373
652.4,-0.00171143
652.3,-0.00172164
652.2,-0.00174247
652.1,-0.00174492
652,-0.00174987
651.9,-0.0017605
651.8,-0.00176432
651.7,-0.00178772
651.6,-0.00179034
651.5,-0.00180413
651.4,-0.00179375
651.3,-0.00176629
651.2,-0.00175721
651.1,-0.00173196
651,-0.00173465
650.9,-0.00173799
650.8,-0.00172092
650.7,-0.00174229
650.6,-0.00174319
650.5,-0.00175602
650.4,-0.00176468
650.3,-0.00172677
650.2,-0.00171047
650.1,-0.00168373
650,-0.00169662
649.9,-0.00172611
649.8,-0.00175309
649.7,-0.00175357
649.6,-0.00174784
649.5,-0.00173405
649.4,-0.00171459
649.3,-0.00172396
649.2,-0.00172987
649.1,-0.00171716
649,-0.0017282
648.9,-0.00172713
648.8,-0.00172498
648.7,-0.00173674
648.6,-0.00173161
648.5,-0.00172504
648.4,-0.00169752
648.3,-0.00169268
648.2,-0.00170385
648.1,-0.00172068
648,-0.00172008
647.9,-0.00171238
647.8,-0.00169071
647.7,-0.00167901
647.6,-0.00168851
647.5,-0.00168164
647.4,-0.00164869
647.3,-0.00160816
647.2,-0.0015807
647.1,-0.00155766
647,-0.00157401
646.9,-0.00157604
646.8,-0.00158147
646.7,-0.0015961
646.6,-0.00160189
646.5,-0.00161449
646.4,-0.00161693
646.3,-0.00160571
646.2,-0.00158559
646.1,-0.00159037
646,-0.00158571
645.9,-0.00159323
645.8,-0.00160105
645.7,-0.00160105
645.6,-0.00159968
645.5,-0.0016186
645.4,-0.00160619
645.3,-0.00159007
645.2,-0.00157151
645.1,-0.00152106
645,-0.00151289
644.9,-0.0015065
644.8,-0.00149611
644.7,-0.00150787
644.6,-0.00151169
644.5,-0.00150841
644.4,-0.00151677
644.3,-0.00151259
644.2,-0.00150644
644.1,-0.00149581
644,-0.00149193
643.9,-0.00149653
643.8,-0.00149408
643.7,-0.00151002
643.6,-0.00149032
643.5,-0.00147558
643.4,-0.00148179
643.3,-0.00147731
643.2,-0.00150638
643.1,-0.00151175
643,-0.00149713
642.9,-0.00148984
642.8,-0.00146376
642.7,-0.00144561
642.6,-0.00144704
642.5,-0.00144358
642.4,-0.00144973
642.3,-0.00147152
642.2,-0.00146597
642.1,-0.00145671
642,-0.00146179
641.9,-0.00144298
641.8,-0.00143105
641.7,-0.00143397
641.6,-0.00143337
641.5,-0.00143672
641.4,-0.00142496
641.3,-0.00142717
641.2,-0.00141254
641.1,-0.00140681
641,-0.00140866
640.9,-0.00140126
640.8,-0.00139863
640.7,-0.00138442
640.6,-0.00138425
640.5,-0.00137649
640.4,-0.00138269
640.3,-0.00139487
640.2,-0.00143152
640.1,-0.00142687
640,-0.00142884
639.9,-0.00142114
639.8,-0.00139123
639.7,-0.0013883
639.6,-0.00137147
639.5,-0.00136843
639.4,-0.00133828
639.3,-0.00133136
639.2,-0.00132246
639.1,-0.00131363
639,-0.00135332
638.9,-0.00134891
638.8,-0.00136604
638.7,-0.00137959
638.6,-0.001355
638.5,-0.00135476
638.4,-0.00134103
638.3,-0.00131888
638.2,-0.00133177
638.1,-0.00134819
638,-0.00134932
637.9,-0.00136634
637.8,-0.00134509
637.7,-0.0013227
637.6,-0.00130855
637.5,-0.00129011
637.4,-0.00129082
637.3,-0.00129351
637.2,-0.0012922
637.1,-0.00127805
637,-0.0012636
636.9,-0.00126754
636.8,-0.00126498
636.7,-0.0012845
636.6,-0.00129942
636.5,-0.00127853
636.4,-0.00128897
636.3,-0.00127566
636.2,-0.001295
636.1,-0.0012999
636,-0.00127644
635.9,-0.00126044
635.8,-0.00123012
635.7,-0.00121591
635.6,-0.00119693
635.5,-0.001194
635.4,-0.00118314
635.3,-0.00119155
635.2,-0.00121865
635.1,-0.00122976
635,-0.00123507
634.9,-0.00123704
634.8,-0.00122027
634.7,-0.00121889
634.6,-0.00120916
634.5,-0.00125274
634.4,-0.00124235
634.3,-0.00123722
634.2,-0.00125966
634.1,-0.00119591
634,-0.00124205
633.9,-0.00124874
633.8,-0.00121907
633.7,-0.00124062
633.6,-0.00120116
633.5,-0.00118881
633.4,-0.00119191
633.3,-0.00117508
633.2,-0.0011638
633.1,-0.00115609
633,-0.00113299
632.9,-0.00112446
632.8,-0.0011238
632.7,-0.00111204
632.6,-0.00112786
632.5,-0.00112655
632.4,-0.00112852
632.3,-0.00111258
632.2,-0.00109879
632.1,-0.00111079
632,-0.00109533
631.9,-0.00111574
631.8,-0.00111288
631.7,-0.00109163
631.6,-0.00109139
631.5,-0.00109037
631.4,-0.00109282
631.3,-0.00108995
631.2,-0.00110446
631.1,-0.00110201
631,-0.00109091
630.9,-0.00108763
630.8,-0.00108404
630.7,-0.00109586
630.6,-0.0011198
630.5,-0.00111813
630.4,-0.0010995
630.3,-0.00107998
630.2,-0.00105294
630.1,-0.00103718
630,-0.00103581
629.9,-0.0010154
629.8,-0.00102656
629.7,-0.00102208
629.6,-0.00102501
629.5,-0.00102698
629.4,-0.00101056
629.3,-0.0010179
629.2,-0.00100328
629.1,-0.00100501
629,-0.00100352
628.9,-0.00100196
628.8,-0.00101772
628.7,-0.00102572
628.6,-0.00104089
628.5,-0.00105378
628.4,-0.00106709
628.3,-0.00105312
628.2,-0.00104047
628.1,-0.00103157
628,-0.00100429
627.9,-0.00102316
627.8,-0.00103312
627.7,-0.0010225
627.6,-0.00103701
627.5,-0.00103766
627.4,-0.00104083
627.3,-0.00104685
627.2,-0.00103462
627.1,-0.00103289
627,-0.00101778
626.9,-0.000999398
626.8,-0.0010114
626.7,-0.000995159
626.6,-0.00100561
626.5,-0.00101647
626.4,-0.00100853
626.3,-0.00100674
626.2,-0.000993607
626.1,-0.00100764
626,-0.00102023
625.9,-0.00103002
625.8,-0.00104166
625.7,-0.00104387
625.6,-0.00101038
625.5,-0.000997726
625.4,-0.000972177
625.3,-0.000943703
625.2,-0.000922213
625.1,-0.000902932
625,-0.000914274
624.9,-0.000920781
624.8,-0.000939167
624.7,-0.000935645
624.6,-0.000914573
624.5,-0.0009132
624.4,-0.00090723
624.3,-0.000929496
624.2,-0.000920184
624.1,-0.000916423
624,-0.000911528
623.9,-0.000905798
623.8,-0.000935107
623.7,-0.000914931
623.6,-0.000923825
623.5,-0.000889859
623.4,-0.000857804
623.3,-0.00085649
623.2,-0.000839179
623.1,-0.000842999
623,-0.00084676
622.9,-0.000848133
622.8,-0.000861684
622.7,-0.000890098
622.6,-0.000898157
622.5,-0.000884845
622.4,-0.000879293
622.3,-0.000864847
622.2,-0.000844432
622.1,-0.000873324
622,-0.000875174
621.9,-0.000871832
621.8,-0.000884308
621.7,-0.000859177
621.6,-0.000836254
621.5,-0.000807243
621.4,-0.000778948
621.3,-0.000786947
621.2,-0.000800736
621.1,-0.000848969
621,-0.00087416
620.9,-0.000869683
620.8,-0.000873742
620.7,-0.000841328
620.6,-0.000842044
620.5,-0.000840671
620.4,-0.00081942
620.3,-0.000797453
620.2,-0.000772083
620.1,-0.000773695
620,-0.000781276
619.9,-0.000794767
619.8,-0.000798169
619.7,-0.000761278
619.6,-0.000746414
619.5,-0.000752444
619.4,-0.000746832
619.3,-0.000755249
619.2,-0.000763964
619.1,-0.000749757
619,-0.000763845
618.9,-0.000777813
618.8,-0.000754055
618.7,-0.00074916
618.6,-0.000726298
618.5,-0.000694719
618.4,-0.000708986
618.3,-0.000692929
618.2,-0.000687138
618.1,-0.000681766
618,-0.000660455
617.9,-0.000661112
617.8,-0.000660216
617.7,-0.000666484
617.6,-0.000662007
617.5,-0.000658008
617.4,-0.000660694
617.3,-0.000659321
617.2,-0.000676035
617.1,-0.000678065
617,-0.000654665
616.9,-0.000679796
616.8,-0.000673767
616.7,-0.000652217
616.6,-0.00065353
616.5,-0.000623743
616.4,-0.000621952
616.3,-0.00061264
616.2,-0.000610252
616.1,-0.000619326
616,-0.000610193
615.9,-0.000623564
615.8,-0.000650426
615.7,-0.000654665
615.6,-0.000645352
615.5,-0.000648695
615.4,-0.000631563
615.3,-0.000625534
615.2,-0.000629354
615.1,-0.000619147
615,-0.000598194
614.9,-0.000577719
614.8,-0.000571272
614.7,-0.00057754
614.6,-0.000566616
614.5,-0.000570436
614.4,-0.000563094
614.3,-0.000570496
614.2,-0.000597239
614.1,-0.000573182
614,-0.000565661
613.9,-0.000554617
613.8,-0.000529665
613.7,-0.000540768
613.6,-0.000536709
613.5,-0.0005151
613.4,-0.000504713
613.3,-0.000480657
613.2,-0.000484895
613.1,-0.00050919
613,-0.000517906
612.9,-0.000531277
612.8,-0.00052686
612.7,-0.000502624
612.6,-0.000494864
612.5,-0.000477911
612.4,-0.000468121
612.3,-0.000482149
612.2,-0.00048973
612.1,-0.000519159
612,-0.000503161
611.9,-0.000472956
611.8,-0.00046048
611.7,-0.000410635
611.6,-0.000421559
611.5,-0.000402398
611.4,-0.000421142
611.3,-0.00043511
611.2,-0.000424484
611.1,-0.0004566
611,-0.000414098
610.9,-0.000410337
610.8,-0.000398756
610.7,-0.000390339
610.6,-0.00039613
610.5,-0.000391951
610.4,-0.000413739
610.3,-0.000408188
610.2,-0.000402219
610.1,-0.000408486
610,-0.000387713
609.9,-0.00039601
609.8,-0.00039016
609.7,-0.000387295
609.6,-0.000393145
609.5,-0.000371775
609.4,-0.000380012
609.3,-0.000378281
609.2,-0.000380729
609.1,-0.000378281
609,-0.000386579
608.9,-0.000383952
608.8,-0.000381027
608.7,-0.000381684
608.6,-0.000378162
608.5,-0.000364552
608.4,-0.000353448
608.3,-0.000365029
608.2,-0.000356314
608.1,-0.000342524
608,-0.000352314
607.9,-0.000352076
607.8,-0.000372789
607.7,-0.000387295
607.6,-0.000379475
607.5,-0.000358821
607.4,-0.000321333
607.3,-0.000328675
607.2,-0.000289934
607.1,-0.000289874
607,-0.000280383
606.9,-0.000286591
606.8,-0.000322706
606.7,-0.000309573
606.6,-0.00032784
606.5,-0.000311066
606.4,-0.000289934
606.3,-0.000295247
606.2,-0.000274951
606.1,-0.000254715
606,-0.000255789
605.9,-0.00024779
605.8,-0.000260982
605.7,-0.000264086
605.6,-0.000249402
605.5,-0.000254058
605.4,-0.000231732
605.3,-0.000241104
605.2,-0.000254297
605.1,-0.000231971
605,-0.000252506
604.9,-0.000245999
604.8,-0.000240865
604.7,-0.000266295
604.6,-0.000257878
604.5,-0.000266116
604.4,-0.000258535
604.3,-0.000246716
604.2,-0.000230658
604.1,-0.000225285
604,-0.000234001
603.9,-0.000237821
603.8,-0.00025358
603.7,-0.000232628
603.6,-0.000241164
603.5,-0.000238478
603.4,-0.000209228
603.3,-0.000188335
603.2,-0.000156637
603.1,-0.000114792
603,-0.000110315
602.9,-0.000134431
602.8,-0.000126134
602.7,-0.000156637
602.6,-0.000156458
602.5,-0.000120761
602.4,-0.000123686
602.3,-0.00010739
602.2,-0.000106733
602.1,-0.000121895
602,-0.000129655
601.9,-0.000133715
601.8,-0.000125895
601.7,-0.000135446
601.6,-0.000128342
601.5,-0.000103868
601.4,-9.16304E-05
601.3,-5.96941E-05
601.2,-4.65614E-05
601.1,-4.88297E-05
601,-5.14563E-05
600.9,-8.60191E-05
600.8,-9.15707E-05
600.7,-0.000102316
600.6,-0.000124701
600.5,-9.12125E-05
600.4,-9.86146E-05
600.3,-7.18716E-05
600.2,-3.707E-05
600.1,-4.6442E-05
600,-3.03246E-05
599.9,-3.43838E-05
599.8,-3.52792E-05
599.7,-2.7698E-05
599.6,-1.00286E-05
599.5,-1.49832E-05
599.4,-2.0296E-05
599.3,2.36388E-05
599.2,1.96393E-05
599.1,3.34884E-05
599,5.7366E-05
598.9,2.10123E-05
598.8,1.92215E-05
598.7,2.44746E-06
598.6,-2.07735E-05
598.5,-1.83261E-05
598.4,-9.84952E-06
598.3,2.50118E-05
598.2,4.44124E-05
598.1,6.09476E-05
598,5.45007E-05
597.9,4.97848E-05
597.8,4.7994E-05
597.7,4.30991E-05
597.6,5.93956E-05
597.5,4.42333E-05
597.4,6.3216E-05
597.3,7.32446E-05
597.2,7.92737E-05
597.1,0.000115926
597,0.000122791
596.9,0.000131984
596.8,0.000122612
596.7,0.000100286
596.6,7.59308E-05
596.5,5.33665E-05
596.4,5.06802E-05
596.3,7.07971E-05
596.2,7.16926E-05
596.1,8.30941E-05
596,9.15707E-05
595.9,0.000108106
595.8,0.000141117
595.7,0.00016392
595.6,0.000186007
595.5,0.000171322
595.4,0.000160577
595.3,0.000155443
595.2,0.000164159
595.1,0.00015228
595,0.000155205
594.9,0.000157473
594.8,0.000146071
594.7,0.000170128
594.6,0.000181828
594.5,0.000171023
594.4,0.00018535
594.3,0.000186723
594.2,0.000191379
594.1,0.000201885
594,0.000201408
593.9,0.000190006
593.8,0.000191857
593.7,0.000201647
593.6,0.000184037
593.5,0.000181828
593.4,0.000156339
593.3,0.000146728
593.2,0.000169292
593.1,0.000163502
593,0.000201467
592.9,0.000217525
592.8,0.000225763
592.7,0.000265758
592.6,0.000258177
592.5,0.000281159
592.4,0.000303305
592.3,0.000307066
592.2,0.0003082
592.1,0.000295665
592,0.000275787
591.9,0.000264862
591.8,0.000286591
591.7,0.000310946
591.6,0.000346703
591.5,0.000363119
591.4,0.000350344
591.3,0.000355538
591.2,0.00033942
591.1,0.00033566
591,0.000368969
590.9,0.000371655
590.8,0.000373864
590.7,0.0003824
590.6,0.000373744
590.5,0.000373744
590.4,0.000397025
590.3,0.000396667
590.2,0.000397324
590.1,0.000373506
590,0.000360731
589.9,0.000354702
589.8,0.000357329
589.7,0.00036294
589.6,0.000358522
589.5,0.000378639
589.4,0.000392727
589.3,0.000398995
589.2,0.000398577
589.1,0.000394637
589,0.000388907
588.9,0.000428663
588.8,0.000443467
588.7,0.000453078
588.6,0.00045266
588.5,0.000438811
588.4,0.000449616
588.3,0.000469912
588.2,0.000484238
588.1,0.00049761
588,0.000494744
587.9,0.000490924
587.8,0.000504833
587.7,0.00050931
587.6,0.000528591
587.5,0.000523875
587.4,0.000525427
587.3,0.00051898
587.2,0.000527695
587.1,0.000548469
587,0.000546738
586.9,0.000547156
586.8,0.000534381
586.7,0.000554498
586.6,0.000562378
586.5,0.000573302
586.4,0.000588524
586.3,0.000564825
586.2,0.000571093
586.1,0.000583808
586,0.000578913
585.9,0.000597478
585.8,0.00059903
585.7,0.000607327
585.6,0.000607566
585.5,0.000626608
585.4,0.000622549
585.3,0.000627444
585.2,0.000671558
585.1,0.000688332
585,0.000714597
584.9,0.000732983
584.8,0.000718657
584.7,0.000695376
584.6,0.000714001
584.5,0.00070242
584.4,0.000713225
584.3,0.000742534
584.2,0.000733162
584.1,0.000764502
584,0.000762293
583.9,0.000762054
583.8,0.000765218
583.7,0.000765934
583.6,0.00080969
583.5,0.000820913
583.4,0.000820913
583.3,0.000811541
583.2,0.000802109
583.1,0.000827956
583,0.000868907
582.9,0.000903231
582.8,0.000906872
582.7,0.000889382
582.6,0.000883173
582.5,0.000891949
582.4,0.000897321
582.3,0.000891292
582.2,0.000881442
582.1,0.000859535
582,0.00085846
581.9,0.000868787
581.8,0.000894157
581.7,0.000914334
581.6,0.000913021
581.5,0.000923527
581.4,0.000926273
581.3,0.000937256
581.2,0.000982146
581.1,0.000993369
581,0.00101617
580.9,0.0010305
580.8,0.0010413
580.7,0.00103796
580.6,0.00104674
580.5,0.00105217
580.4,0.00104548
580.3,0.00106315
580.2,0.00105354
580.1,0.00103432
580,0.00103748
579.9,0.00103187
579.8,0.00104381
579.7,0.00107784
579.6,0.00106894
579.5,0.00108691
579.4,0.00109497
579.3,0.00108309
579.2,0.00110804
579.1,0.00111717
579,0.00111855
578.9,0.00113699
578.8,0.00114075
578.7,0.00114398
578.6,0.00113126
578.5,0.00113962
578.4,0.00114057
578.3,0.00116618
578.2,0.0011943
578.1,0.00123668
578,0.0012599
577.9,0.00124056
577.8,0.00126641
577.7,0.00123907
577.6,0.00125369
577.5,0.00128247
577.4,0.00127399
577.3,0.00128933
577.2,0.00126319
577.1,0.00127202
577,0.00128647
576.9,0.00127035
576.8,0.00129393
576.7,0.00128091
576.6,0.00128283
576.5,0.00132169
576.4,0.00134419
576.3,0.00138735
576.2,0.00139433
576.1,0.00137684
576,0.00137034
575.9,0.00137917
575.8,0.00140902
575.7,0.00143887
575.6,0.00144967
575.5,0.00145892
575.4,0.00145558
575.3,0.00145242
575.2,0.00143588
575.1,0.00144179
575,0.00144812
574.9,0.00145755
574.8,0.00149575
574.7,0.00150005
574.6,0.00150232
574.5,0.00153915
574.4,0.00154005
574.3,0.00153605
574.2,0.00157067
574.1,0.00156082
574,0.00157073
573.9,0.00159144
573.8,0.00154948
573.7,0.001561
573.6,0.00159628
573.5,0.00163341
573.4,0.00167424
573.3,0.00168886
573.2,0.00167895
573.1,0.00165561
573,0.00167454
572.9,0.0017174
572.8,0.00176826
572.7,0.00179733
572.6,0.00181822
572.5,0.00183273
572.4,0.0018529
572.3,0.00187409
572.2,0.00186663
572.1,0.00185768
572,0.00184365
571.9,0.00184514
571.8,0.00188388
571.7,0.00188687
571.6,0.00189206
571.5,0.00190382
571.4,0.00189415
571.3,0.00192782
571.2,0.00195904
571.1,0.00199378
571,0.00203115
570.9,0.00203616
570.8,0.002049
570.7,0.00205043
570.6,0.00205813
570.5,0.00206923
570.4,0.0020715
570.3,0.00210153
570.2,0.00211908
570.1,0.0021306
570,0.00216397
569.9,0.00217889
569.8,0.0022057
569.7,0.00223632
569.6,0.00222629
569.5,0.00223453
569.4,0.00222354
569.3,0.00222504
569.2,0.00225441
569.1,0.00225835
569,0.00229631
568.9,0.00232795
568.8,0.00236215
568.7,0.00237576
568.6,0.00239075
568.5,0.00240842
568.4,0.00242382
568.3,0.0024342
568.2,0.00244543
568.1,0.00244005
568,0.00244316
567.9,0.00248035
567.8,0.00250118
567.7,0.0025395
567.6,0.0025752
567.5,0.00257502
567.4,0.00257848
567.3,0.00257878
567.2,0.00260576
567.1,0.00265161
567,0.00268778
566.9,0.00271387
566.8,0.00269769
566.7,0.00265824
566.6,0.00265728
566.5,0.00268581
566.4,0.00270539
566.3,0.00276377
566.2,0.00280884
566.1,0.00283308
566,0.00285397
565.9,0.00288895
565.8,0.00291176
565.7,0.00291546
565.6,0.00292966
565.5,0.00292966
565.4,0.00292901
565.3,0.00294268
565.2,0.00296882
565.1,0.00297843
565,0.00299228
564.9,0.00303359
564.8,0.00306099
564.7,0.003102
564.6,0.00313418
564.5,0.00315262
564.4,0.00317107
564.3,0.00318408
564.2,0.0032079
564.1,0.00322634
564,0.00323148
563.9,0.00325553
563.8,0.00328902
563.7,0.00329314
563.6,0.00334627
563.5,0.00338943
563.4,0.00338823
563.3,0.00343647
563.2,0.00343897
563.1,0.00344435
563,0.00347921
562.9,0.00350064
562.8,0.00352165
562.7,0.00356905
562.6,0.00360272
562.5,0.00362743
562.4,0.00366492
562.3,0.00368062
562.2,0.00369315
562.1,0.00370628
562,0.00373452
561.9,0.0037424
561.8,0.0037726
561.7,0.00381612
561.6,0.00387211
561.5,0.00393312
561.4,0.00396918
561.3,0.00400792
561.2,0.00400368
561.1,0.00401377
561,0.00404624
560.9,0.00406188
560.8,0.00408648
560.7,0.00409537
560.6,0.0041008
560.5,0.00414157
560.4,0.00416569
560.3,0.00418545
560.2,0.00418772
560.1,0.00417626
560,0.00424502
559.9,0.00430066
559.8,0.00438339
559.7,0.00442751
559.6,0.00441963
559.5,0.00445903
559.4,0.00446458
559.3,0.00449836
559.2,0.00452045
559.1,0.00452153
559,0.00454343
558.9,0.00457227
558.8,0.00459125
558.7,0.00464503
558.6,0.00470329
558.5,0.00475284
558.4,0.00482018
558.3,0.00487324
558.2,0.00492249
558.1,0.00492822
558,0.00495061
557.9,0.00496732
557.8,0.0049798
557.7,0.00503979
557.6,0.00508325
557.5,0.00508892
557.4,0.005119
557.3,0.00513238
557.2,0.00517721
557.1,0.005256
557,0.00529815
556.9,0.00535002
556.8,0.0053779
556.7,0.00540189
556.6,0.00541121
556.5,0.0054475
556.4,0.00549066
556.3,0.00554737
556.2,0.00561076
556.1,0.00564246
556,0.0056741
555.9,0.00571445
555.8,0.0057554
555.7,0.00580555
555.6,0.00582721
555.5,0.00585515
555.4,0.00590267
555.3,0.00590141
555.2,0.00597048
555.1,0.00599692
555,0.00604086
554.9,0.00612843
554.8,0.00616156
554.7,0.0062089
554.6,0.00626023
554.5,0.00632703
554.4,0.0063887
554.3,0.00642887
554.2,0.00645925
554.1,0.00647871
554,0.00650528
553.9,0.00655053
553.8,0.00661989
553.7,0.00668973
553.6,0.00677008
553.5,0.00684655
553.4,0.00687037
553.3,0.00688786
553.2,0.006914
553.1,0.00694236
553,0.00697322
552.9,0.00701883
552.8,0.00706682
552.7,0.00713069
552.6,0.00719558
552.5,0.00723856
552.4,0.00727396
552.3,0.00730494
552.2,0.00734076
552.1,0.00741412
552,0.00749519
551.9,0.00753088
551.8,0.00760819
551.7,0.00767785
551.6,0.00772202
551.5,0.00779389
551.4,0.00784571
551.3,0.00787538
551.2,0.00793394
551.1,0.00798527
551,0.00806502
550.9,0.00815349
550.8,0.00822614
550.7,0.00833496
550.6,0.00838284
550.5,0.00841979
550.4,0.00847608
550.3,0.00852192
550.2,0.00859266
550.1,0.00865217
550,0.00872273
549.9,0.00878667
549.8,0.00885072
549.7,0.00892438
549.6,0.00897309
549.5,0.0090532
549.4,0.00913331
549.3,0.00922273
549.2,0.00928678
549.1,0.00930254
549,0.00935185
548.9,0.00940157
548.8,0.00946849
548.7,0.00956102
548.6,0.00961862
548.5,0.00967539
548.4,0.00976607
548.3,0.00983973
548.2,0.00994407
548.1,0.0100146
548,0.0100574
547.9,0.0101362
547.8,0.0101888
547.7,0.0102685
547.6,0.0103576
547.5,0.0104225
547.4,0.0104942
547.3,0.010596
547.2,0.0106718
547.1,0.0107375
547,0.0108102
546.9,0.0108438
546.8,0.0109035
546.7,0.0110097
546.6,0.0111146
546.5,0.0112371
546.4,0.0113341
546.3,0.0114166
546.2,0.0115053
546.1,0.0115643
546,0.0116452
545.9,0.0117044
545.8,0.01175
545.7,0.0118327
545.6,0.0119077
545.5,0.0119827
545.4,0.0120781
545.3,0.0121669
545.2,0.0122675
545.1,0.0123652
545,0.0124445
544.9,0.0125292
544.8,0.0126168
544.7,0.0127153
544.6,0.0128096
544.5,0.0128881
544.4,0.0129573
544.3,0.0130669
544.2,0.0131439
544.1,0.013247
544,0.0133339
543.9,0.0133913
543.8,0.0134784
543.7,0.0135729
543.6,0.0136962
543.5,0.0137901
543.4,0.0138992
543.3,0.0140045
543.2,0.0140769
543.1,0.0142124
543,0.0143107
542.9,0.0144062
542.8,0.0145169
542.7,0.0146058
542.6,0.0147512
542.5,0.0148614
542.4,0.0149583
542.3,0.0150482
542.2,0.0151405
542.1,0.0152407
542,0.015375
541.9,0.0155049
541.8,0.015595
541.7,0.0157003
541.6,0.0157975
541.5,0.0159015
541.4,0.0160097
541.3,0.016141
541.2,0.0162645
