UV-Vis Spectrum of Solution of Ferrocene in anhydrous Acetone
wavelength,absorbance
541.1,0.0163461
541,0.0164667
540.9,0.0165644
540.8,0.0166768
540.7,0.0168061
540.6,0.0169236
540.5,0.0170338
540.4,0.0171377
540.3,0.0172716
540.2,0.0173956
540.1,0.0175158
540,0.0176388
539.9,0.0177749
539.8,0.0178975
539.7,0.0180203
539.6,0.0181669
539.5,0.0182561
539.4,0.0183602
539.3,0.0184972
539.2,0.0185968
539.1,0.0187352
539,0.0188722
538.9,0.0190034
538.8,0.0191644
538.7,0.0192877
538.6,0.01946
538.5,0.0195861
538.4,0.0197161
538.3,0.0198813
538.2,0.019996
538.1,0.0201374
538,0.0202829
537.9,0.0203888
537.8,0.020537
537.7,0.0206675
537.6,0.0207707
537.5,0.020937
537.4,0.0210515
537.3,0.0212206
537.2,0.0213666
537.1,0.0215358
537,0.0216944
536.9,0.0218355
536.8,0.0219949
536.7,0.0221342
536.6,0.0222865
536.5,0.0224336
536.4,0.022598
536.3,0.0227232
536.2,0.0228909
536.1,0.0230744
536,0.0232458
535.9,0.023399
535.8,0.0235244
535.7,0.0236369
535.6,0.0237862
535.5,0.0239355
535.4,0.0241205
535.3,0.0242952
535.2,0.0244591
535.1,0.024659
535,0.0247882
534.9,0.0249486
534.8,0.0250882
534.7,0.0252502
534.6,0.0254424
534.5,0.0256351
534.4,0.0258168
534.3,0.0259804
534.2,0.0261436
534.1,0.0262943
534,0.0264662
533.9,0.0266578
533.8,0.0268333
533.7,0.0270254
533.6,0.0272144
533.5,0.0273837
533.4,0.0275973
533.3,0.0277477
533.2,0.0279083
533.1,0.0280768
533,0.0282861
532.9,0.0284917
532.8,0.0286909
532.7,0.0289106
532.6,0.0290409
532.5,0.0292207
532.4,0.0294082
532.3,0.0295925
532.2,0.0298045
532.1,0.0300329
532,0.0302214
531.9,0.0304054
531.8,0.0306138
531.7,0.0307984
531.6,0.0310188
531.5,0.0312324
531.4,0.0314474
531.3,0.0316825
531.2,0.0318919
531.1,0.0321127
531,0.0322969
530.9,0.0324618
530.8,0.0326951
530.7,0.0328893
530.6,0.0331088
530.5,0.0333664
530.4,0.0335658
530.3,0.0338023
530.2,0.0340487
530.1,0.0342739
530,0.0344923
529.9,0.034711
529.8,0.0349407
529.7,0.0351692
529.6,0.0354343
529.5,0.0356552
529.4,0.035889
529.3,0.0361025
529.2,0.0363296
529.1,0.0365896
529,0.0368221
528.9,0.0370742
528.8,0.0373229
528.7,0.0375507
528.6,0.03777
528.5,0.0380086
528.4,0.0382467
528.3,0.0384865
528.2,0.0387676
528.1,0.0390329
528,0.0392816
527.9,0.0395712
527.8,0.0398341
527.7,0.040092
527.6,0.0403633
527.5,0.0406041
527.4,0.0408574
527.3,0.041138
527.2,0.041389
527.1,0.0416466
527,0.041893
526.9,0.0421391
526.8,0.0424318
526.7,0.0427249
526.6,0.042988
526.5,0.0432771
526.4,0.0435087
526.3,0.0437783
526.2,0.0440441
526.1,0.0442953
526,0.0445885
525.9,0.0448666
525.8,0.0452144
525.7,0.0455138
525.6,0.0458109
525.5,0.046104
525.4,0.0463625
525.3,0.0466698
525.2,0.046969
525.1,0.0472563
525,0.0475709
524.9,0.0478293
524.8,0.0481276
524.7,0.0484384
524.6,0.0487416
524.5,0.0490978
524.4,0.0493598
524.3,0.0496486
524.2,0.0499466
524.1,0.0502244
524,0.050576
523.9,0.0509424
523.8,0.0512568
523.7,0.0515874
523.6,0.0518768
523.5,0.0521696
523.4,0.0524822
523.3,0.0528188
523.2,0.0531764
523.1,0.0535058
523,0.0538293
522.9,0.0541233
522.8,0.0544579
522.7,0.0547844
522.6,0.0551356
522.5,0.0555171
522.4,0.0558772
522.3,0.0562023
522.2,0.0565232
522.1,0.0568281
522,0.0571653
521.9,0.0575384
521.8,0.0578992
521.7,0.0582602
521.6,0.0585744
521.5,0.0589281
521.4,0.0593235
521.3,0.0596578
521.2,0.0600233
521.1,0.0603326
521,0.0606385
520.9,0.0610109
520.8,0.0613581
520.7,0.0617467
520.6,0.0621001
520.5,0.0624417
520.4,0.0628189
520.3,0.0631933
520.2,0.0635956
520.1,0.0639622
520,0.0643453
519.9,0.0647217
519.8,0.0650933
519.7,0.0655294
519.6,0.0659158
519.5,0.0662892
519.4,0.0666642
519.3,0.067027
519.2,0.0674273
519.1,0.0678285
519,0.0682485
518.9,0.068662
518.8,0.069049
518.7,0.0694456
518.6,0.0698351
518.5,0.0702142
518.4,0.0706314
518.3,0.0709856
518.2,0.0713735
518.1,0.071773
518,0.0721688
517.9,0.0726345
517.8,0.0730776
517.7,0.0735084
517.6,0.0739132
517.5,0.0743745
517.4,0.0747636
517.3,0.0751821
517.2,0.0756029
517.1,0.075983
517,0.0764255
516.9,0.0768498
516.8,0.0773083
516.7,0.0777317
516.6,0.0781946
516.5,0.0786725
516.4,0.0791245
516.3,0.0795801
516.2,0.0799988
516.1,0.0804234
516,0.0808614
515.9,0.0813428
515.8,0.0818056
515.7,0.0822412
515.6,0.082706
515.5,0.0831235
515.4,0.0835568
515.3,0.0840297
515.2,0.0844764
515.1,0.0849445
515,0.0854398
514.9,0.0859353
514.8,0.0864096
514.7,0.0869114
514.6,0.0873821
514.5,0.0878161
514.4,0.0882756
514.3,0.0887192
514.2,0.0891656
514.1,0.0896312
514,0.0901448
513.9,0.0906454
513.8,0.0911585
513.7,0.0916856
513.6,0.0921378
513.5,0.0926347
513.4,0.0931326
513.3,0.0936611
513.2,0.0941689
513.1,0.0946571
513,0.0951809
512.9,0.0956817
512.8,0.0962315
512.7,0.0967472
512.6,0.0972446
512.5,0.0977387
512.4,0.0982789
512.3,0.0988287
512.2,0.099353
512.1,0.0998948
512,0.1004
511.9,0.100916
511.8,0.101487
511.7,0.102078
511.6,0.1026
511.5,0.103149
511.4,0.103705
511.3,0.104187
511.2,0.104735
511.1,0.105299
511,0.105823
510.9,0.106409
510.8,0.106985
510.7,0.107527
510.6,0.108075
510.5,0.108592
510.4,0.109163
510.3,0.109763
510.2,0.110347
510.1,0.110921
510,0.111486
509.9,0.112047
509.8,0.112633
509.7,0.113186
509.6,0.113756
509.5,0.114317
509.4,0.114872
509.3,0.115487
509.2,0.11608
509.1,0.116625
509,0.117202
508.9,0.11776
508.8,0.118341
508.7,0.118949
508.6,0.119544
508.5,0.120157
508.4,0.120738
508.3,0.121358
508.2,0.121938
508.1,0.122558
508,0.123153
507.9,0.123731
507.8,0.124381
507.7,0.124953
507.6,0.12557
507.5,0.126199
507.4,0.126822
507.3,0.127455
507.2,0.12805
507.1,0.128667
507,0.129233
506.9,0.12984
506.8,0.130492
506.7,0.131092
506.6,0.131755
506.5,0.132391
506.4,0.133042
506.3,0.133681
506.2,0.134314
506.1,0.134959
506,0.135558
505.9,0.136204
505.8,0.136833
505.7,0.137472
505.6,0.138122
505.5,0.138776
505.4,0.139423
505.3,0.140094
505.2,0.140765
505.1,0.141407
505,0.142028
504.9,0.14268
504.8,0.143331
504.7,0.144016
504.6,0.144692
504.5,0.145334
504.4,0.146016
504.3,0.146663
504.2,0.147364
504.1,0.148013
504,0.148652
503.9,0.149327
503.8,0.150008
503.7,0.150737
503.6,0.151471
503.5,0.152181
503.4,0.152876
503.3,0.153571
503.2,0.15425
503.1,0.154943
503,0.155632
502.9,0.156327
502.8,0.156994
502.7,0.157647
502.6,0.158355
502.5,0.159016
502.4,0.159741
502.3,0.160527
502.2,0.161214
502.1,0.161965
502,0.162678
501.9,0.163363
501.8,0.164096
501.7,0.164804
501.6,0.165512
501.5,0.166242
501.4,0.166965
501.3,0.167698
501.2,0.16841
501.1,0.169131
501,0.169875
500.9,0.170582
500.8,0.171335
500.7,0.172073
500.6,0.172839
500.5,0.173655
500.4,0.174423
500.3,0.17515
500.2,0.1759
500.1,0.176619
500,0.178592
499.9,0.179346
499.8,0.180087
499.7,0.180824
499.6,0.181538
499.5,0.182294
499.4,0.18302
499.3,0.18375
499.2,0.184468
499.1,0.18523
499,0.185973
498.9,0.186771
498.8,0.187509
498.7,0.188257
498.6,0.189016
498.5,0.189728
498.4,0.190532
498.3,0.19127
498.2,0.192056
498.1,0.192855
498,0.193625
497.9,0.194379
497.8,0.19513
497.7,0.195863
497.6,0.196607
497.5,0.197395
497.4,0.198187
497.3,0.198996
497.2,0.199776
497.1,0.200567
497,0.201365
496.9,0.202141
496.8,0.202932
496.7,0.203693
496.6,0.204415
496.5,0.205192
496.4,0.206007
496.3,0.206814
496.2,0.207636
496.1,0.208447
496,0.209198
495.9,0.209981
495.8,0.210815
495.7,0.211606
495.6,0.212405
495.5,0.213229
495.4,0.214
495.3,0.214831
495.2,0.215639
495.1,0.216432
495,0.217201
494.9,0.217978
494.8,0.218785
494.7,0.219577
494.6,0.220373
494.5,0.221164
494.4,0.22198
494.3,0.222774
494.2,0.223632
494.1,0.224479
494,0.225303
493.9,0.226135
493.8,0.226922
493.7,0.227787
493.6,0.228626
493.5,0.229442
493.4,0.230259
493.3,0.230985
493.2,0.231771
493.1,0.232605
493,0.233491
492.9,0.234333
492.8,0.235171
492.7,0.235983
492.6,0.236769
492.5,0.237579
492.4,0.238411
492.3,0.239239
492.2,0.240056
492.1,0.240925
492,0.24177
491.9,0.242611
491.8,0.243446
491.7,0.244244
491.6,0.245045
491.5,0.24591
491.4,0.246738
491.3,0.247565
491.2,0.248384
491.1,0.249174
491,0.250042
490.9,0.250903
490.8,0.251749
490.7,0.25259
490.6,0.253415
490.5,0.254248
490.4,0.255099
490.3,0.25593
490.2,0.256757
490.1,0.257595
490,0.258407
489.9,0.259234
489.8,0.260101
489.7,0.260924
489.6,0.261772
489.5,0.262652
489.4,0.263459
489.3,0.264316
489.2,0.265162
489.1,0.26598
489,0.266799
488.9,0.267634
488.8,0.268486
488.7,0.269323
488.6,0.270176
488.5,0.271006
488.4,0.271828
488.3,0.272678
488.2,0.273515
488.1,0.274359
488,0.275238
487.9,0.276084
487.8,0.276926
487.7,0.277796
487.6,0.278578
487.5,0.279437
487.4,0.280326
487.3,0.281114
487.2,0.28199
487.1,0.28276
487,0.283563
486.9,0.284416
486.8,0.285257
486.7,0.286135
486.6,0.286992
486.5,0.28786
486.4,0.28871
486.3,0.28956
486.2,0.290401
486.1,0.291243
486,0.292104
485.9,0.292961
485.8,0.293806
485.7,0.294647
485.6,0.295449
485.5,0.296298
485.4,0.297143
485.3,0.297966
485.2,0.298811
485.1,0.299648
485,0.300477
484.9,0.301307
484.8,0.302159
484.7,0.303021
484.6,0.30386
484.5,0.304689
484.4,0.305506
484.3,0.30632
484.2,0.307177
484.1,0.308064
484,0.308942
483.9,0.309806
483.8,0.31067
483.7,0.311497
483.6,0.312322
483.5,0.313185
483.4,0.314006
483.3,0.314856
483.2,0.315692
483.1,0.316503
483,0.317325
482.9,0.318162
482.8,0.319018
482.7,0.319879
482.6,0.320703
482.5,0.321579
482.4,0.322416
482.3,0.323204
482.2,0.324053
482.1,0.324847
482,0.325639
481.9,0.326475
481.8,0.327304
481.7,0.328116
481.6,0.328963
481.5,0.329807
481.4,0.330642
481.3,0.331478
481.2,0.332337
481.1,0.33316
481,0.334026
480.9,0.334857
480.8,0.335705
480.7,0.336538
480.6,0.337298
480.5,0.338134
480.4,0.338893
480.3,0.339702
480.2,0.340548
480.1,0.34137
480,0.342232
479.9,0.343046
479.8,0.343882
479.7,0.344686
479.6,0.345482
479.5,0.346279
479.4,0.347073
479.3,0.347905
479.2,0.348686
479.1,0.349541
479,0.35034
478.9,0.351153
478.8,0.351978
478.7,0.352746
478.6,0.353565
478.5,0.354327
478.4,0.35513
478.3,0.355952
478.2,0.356741
478.1,0.357544
478,0.358301
477.9,0.359051
477.8,0.359854
477.7,0.360616
477.6,0.361425
477.5,0.362192
477.4,0.362912
477.3,0.363732
477.2,0.364525
477.1,0.365348
477,0.366177
476.9,0.366922
476.8,0.367698
476.7,0.368464
476.6,0.36925
476.5,0.370083
476.4,0.370863
476.3,0.371639
476.2,0.37239
476.1,0.373165
476,0.373949
475.9,0.374729
475.8,0.375484
475.7,0.376247
475.6,0.376999
475.5,0.377782
475.4,0.378597
475.3,0.379329
475.2,0.380082
475.1,0.380876
475,0.381617
474.9,0.382371
474.8,0.383154
474.7,0.38389
474.6,0.384621
474.5,0.385391
474.4,0.386118
474.3,0.386849
474.2,0.387623
474.1,0.388364
474,0.389142
473.9,0.389886
473.8,0.390615
473.7,0.391358
473.6,0.392056
473.5,0.392757
473.4,0.393481
473.3,0.394212
473.2,0.394977
473.1,0.395716
473,0.39645
472.9,0.39719
472.8,0.397876
472.7,0.398586
472.6,0.399288
472.5,0.399986
472.4,0.400728
472.3,0.401447
472.2,0.402159
472.1,0.402864
472,0.403557
471.9,0.404268
471.8,0.404939
471.7,0.405649
471.6,0.406359
471.5,0.407025
471.4,0.407788
471.3,0.408467
471.2,0.409157
471.1,0.409871
471,0.410519
470.9,0.411205
470.8,0.411893
470.7,0.412571
470.6,0.413232
470.5,0.413929
470.4,0.414585
470.3,0.415268
470.2,0.415969
470.1,0.416584
470,0.41726
469.9,0.41789
469.8,0.418532
469.7,0.419207
469.6,0.419841
469.5,0.42051
469.4,0.421166
469.3,0.42185
469.2,0.422498
469.1,0.423152
469,0.423791
468.9,0.424436
468.8,0.425097
468.7,0.425748
468.6,0.426398
468.5,0.427
468.4,0.427594
468.3,0.428199
468.2,0.428793
468.1,0.4294
468,0.430036
467.9,0.430648
467.8,0.431276
467.7,0.431882
467.6,0.432491
467.5,0.433116
467.4,0.433745
467.3,0.434369
467.2,0.435003
467.1,0.435576
467,0.436146
466.9,0.436793
466.8,0.437361
466.7,0.438018
466.6,0.438619
466.5,0.439173
466.4,0.439739
466.3,0.440277
466.2,0.440867
466.1,0.441451
466,0.44204
465.9,0.442635
465.8,0.443205
465.7,0.443788
465.6,0.444368
465.5,0.444936
465.4,0.445513
465.3,0.446004
465.2,0.446615
465.1,0.447146
465,0.447696
464.9,0.448269
464.8,0.448761
464.7,0.449298
464.6,0.44981
464.5,0.45037
464.4,0.45091
464.3,0.451458
464.2,0.452016
464.1,0.452567
464,0.453085
463.9,0.453582
463.8,0.454067
463.7,0.454563
463.6,0.455052
463.5,0.455555
463.4,0.456084
463.3,0.456628
463.2,0.457129
463.1,0.457677
463,0.458215
462.9,0.45864
462.8,0.459173
462.7,0.459638
462.6,0.460062
462.5,0.460587
462.4,0.461122
462.3,0.461631
462.2,0.462157
462.1,0.462676
462,0.463124
461.9,0.46359
461.8,0.464035
461.7,0.464475
461.6,0.464933
461.5,0.465396
461.4,0.465842
461.3,0.466317
461.2,0.46676
461.1,0.467205
461,0.467679
460.9,0.468077
460.8,0.46849
460.7,0.468953
460.6,0.469366
460.5,0.469844
460.4,0.470332
460.3,0.47076
460.2,0.471289
460.1,0.471732
460,0.47217
459.9,0.472608
459.8,0.47296
459.7,0.473361
459.6,0.473745
459.5,0.474132
459.4,0.474554
459.3,0.474961
459.2,0.475401
459.1,0.475829
459,0.476229
458.9,0.47667
458.8,0.477034
458.7,0.477396
458.6,0.477752
458.5,0.478104
458.4,0.478544
458.3,0.479004
458.2,0.479453
458.1,0.479843
458,0.480233
457.9,0.480616
457.8,0.480998
457.7,0.481417
457.6,0.481752
457.5,0.482054
457.4,0.482433
457.3,0.48283
457.2,0.483225
457.1,0.483633
457,0.483984
456.9,0.484293
456.8,0.484634
456.7,0.485021
456.6,0.485378
456.5,0.485705
456.4,0.486031
456.3,0.486336
456.2,0.486666
456.1,0.486988
456,0.487357
455.9,0.487742
455.8,0.488107
455.7,0.488516
455.6,0.488806
455.5,0.48911
455.4,0.489448
455.3,0.489742
455.2,0.490116
455.1,0.490416
455,0.490688
454.9,0.490991
454.8,0.491302
454.7,0.491612
454.6,0.491951
454.5,0.492292
454.4,0.492623
454.3,0.492964
454.2,0.493223
454.1,0.493542
454,0.493782
453.9,0.494013
453.8,0.494353
453.7,0.494609
453.6,0.494886
453.5,0.495145
453.4,0.495436
453.3,0.495687
453.2,0.496039
453.1,0.49634
453,0.496564
452.9,0.496842
452.8,0.497039
452.7,0.497338
452.6,0.497648
452.5,0.497871
452.4,0.498131
452.3,0.498351
452.2,0.498537
452.1,0.498804
452,0.499058
451.9,0.499301
451.8,0.499534
451.7,0.499779
451.6,0.499988
451.5,0.500234
451.4,0.500482
451.3,0.500684
451.2,0.500883
451.1,0.501095
451,0.501272
450.9,0.501479
450.8,0.501747
450.7,0.501959
450.6,0.502223
450.5,0.502492
450.4,0.502663
450.3,0.502862
450.2,0.503051
450.1,0.50321
450,0.5034
449.9,0.503593
449.8,0.503823
449.7,0.504008
449.6,0.504248
449.5,0.504443
449.4,0.504545
449.3,0.504727
449.2,0.504824
449.1,0.505008
449,0.505228
448.9,0.505385
448.8,0.505569
448.7,0.505768
448.6,0.505918
448.5,0.506057
448.4,0.506237
448.3,0.506318
448.2,0.506456
448.1,0.50664
448,0.506811
447.9,0.506977
447.8,0.507107
447.7,0.50729
447.6,0.50745
447.5,0.507624
447.4,0.507802
447.3,0.507922
447.2,0.508067
447.1,0.508143
447,0.50831
446.9,0.508423
446.8,0.50846
446.7,0.508586
446.6,0.508661
446.5,0.508794
446.4,0.508997
446.3,0.509119
446.2,0.509255
446.1,0.509356
446,0.50943
445.9,0.509536
445.8,0.509642
445.7,0.509735
445.6,0.509846
445.5,0.509951
445.4,0.510061
445.3,0.510219
445.2,0.510303
445.1,0.510399
445,0.510458
444.9,0.510495
444.8,0.510619
444.7,0.510716
444.6,0.510822
444.5,0.510904
444.4,0.510992
444.3,0.511055
444.2,0.511146
444.1,0.511213
444,0.511288
443.9,0.511382
443.8,0.51143
443.7,0.51152
443.6,0.511575
443.5,0.511696
443.4,0.511789
443.3,0.51186
443.2,0.511871
443.1,0.511867
443,0.511888
442.9,0.511934
442.8,0.512023
442.7,0.512108
442.6,0.512198
442.5,0.51227
442.4,0.512325
442.3,0.512305
442.2,0.512291
442.1,0.512307
442,0.51239
441.9,0.512472
441.8,0.512532
441.7,0.512591
441.6,0.512598
441.5,0.512632
441.4,0.512641
441.3,0.512645
441.2,0.51261
441.1,0.51262
441,0.512703
440.9,0.51267
440.8,0.512701
440.7,0.512684
440.6,0.512634
440.5,0.512715
440.4,0.512685
440.3,0.512714
440.2,0.512726
440.1,0.512688
440,0.512692
439.9,0.512697
439.8,0.512684
439.7,0.512737
439.6,0.512728
439.5,0.512724
439.4,0.51273
439.3,0.512681
439.2,0.512689
439.1,0.512657
439,0.512607
438.9,0.512554
438.8,0.512567
438.7,0.512577
438.6,0.512606
438.5,0.51261
438.4,0.51257
438.3,0.5125
438.2,0.512405
438.1,0.512344
438,0.512283
437.9,0.51228
437.8,0.512241
437.7,0.512253
437.6,0.512272
437.5,0.512132
437.4,0.512134
437.3,0.512073
437.2,0.511957
437.1,0.511954
437,0.511906
436.9,0.511804
436.8,0.511771
436.7,0.511713
436.6,0.511638
436.5,0.511577
436.4,0.511507
436.3,0.511466
436.2,0.51138
436.1,0.511269
436,0.511205
435.9,0.511105
435.8,0.511
435.7,0.51097
435.6,0.510856
435.5,0.510758
435.4,0.510682
435.3,0.510524
435.2,0.510382
435.1,0.510323
435,0.510229
434.9,0.510238
434.8,0.510161
434.7,0.510032
434.6,0.509952
434.5,0.509784
434.4,0.509676
434.3,0.509583
434.2,0.509458
434.1,0.509329
434,0.509236
433.9,0.509087
433.8,0.50891
433.7,0.508778
433.6,0.508625
433.5,0.508538
433.4,0.508475
433.3,0.508393
433.2,0.5083
433.1,0.508133
433,0.508
432.9,0.507839
432.8,0.507689
432.7,0.507572
432.6,0.507384
432.5,0.507211
432.4,0.507072
432.3,0.506854
432.2,0.506713
432.1,0.506547
432,0.506353
431.9,0.506237
431.8,0.506031
431.7,0.505897
431.6,0.50571
431.5,0.505576
431.4,0.50553
431.3,0.505372
431.2,0.505289
431.1,0.505085
431,0.504867
430.9,0.504695
430.8,0.504457
430.7,0.504279
430.6,0.504068
430.5,0.503879
430.4,0.503694
430.3,0.503503
430.2,0.503299
430.1,0.503089
430,0.502879
429.9,0.502711
429.8,0.502567
429.7,0.502415
429.6,0.502181
429.5,0.501977
429.4,0.501717
429.3,0.501451
429.2,0.501295
429.1,0.501034
429,0.50083
428.9,0.500651
428.8,0.500434
428.7,0.500193
428.6,0.499952
428.5,0.499691
428.4,0.499483
428.3,0.499246
428.2,0.498927
428.1,0.498726
428,0.498471
427.9,0.498255
427.8,0.498138
427.7,0.497896
427.6,0.497567
427.5,0.497225
427.4,0.496874
427.3,0.496597
427.2,0.49635
427.1,0.496186
427,0.49599
426.9,0.49565
426.8,0.495422
426.7,0.495166
426.6,0.494832
426.5,0.49453
426.4,0.494279
426.3,0.494015
426.2,0.493776
426.1,0.493627
426,0.493295
425.9,0.492955
425.8,0.492694
425.7,0.492394
425.6,0.492113
425.5,0.491782
425.4,0.491426
425.3,0.491085
425.2,0.490766
425.1,0.490451
425,0.490114
424.9,0.489794
424.8,0.489519
424.7,0.489208
424.6,0.488958
424.5,0.488604
424.4,0.488205
424.3,0.487896
424.2,0.487553
424.1,0.487231
424,0.486897
423.9,0.486559
423.8,0.486154
423.7,0.485749
423.6,0.485423
423.5,0.485042
423.4,0.484776
423.3,0.484497
423.2,0.484236
423.1,0.483935
423,0.483522
422.9,0.483181
422.8,0.482717
422.7,0.482388
422.6,0.482109
422.5,0.481679
422.4,0.481279
422.3,0.480847
422.2,0.480368
422.1,0.479969
422,0.479561
421.9,0.479107
421.8,0.478749
421.7,0.478359
421.6,0.478082
421.5,0.477713
421.4,0.477277
421.3,0.47688
421.2,0.476382
421.1,0.475969
421,0.475582
420.9,0.47519
420.8,0.474754
420.7,0.474355
420.6,0.473919
420.5,0.473495
420.4,0.47309
420.3,0.472609
420.2,0.472244
420.1,0.471763
420,0.471356
419.9,0.470933
419.8,0.470374
419.7,0.46995
419.6,0.46953
419.5,0.469149
419.4,0.468699
419.3,0.468264
419.2,0.467746
419.1,0.467278
419,0.466882
418.9,0.466347
418.8,0.465893
418.7,0.465387
418.6,0.464851
418.5,0.464427
418.4,0.463995
418.3,0.463474
418.2,0.46305
418.1,0.462608
418,0.462061
417.9,0.46167
417.8,0.461033
417.7,0.460518
417.6,0.460023
417.5,0.45955
417.4,0.459163
417.3,0.458646
417.2,0.458162
417.1,0.457482
417,0.456978
416.9,0.456373
416.8,0.455797
416.7,0.455327
416.6,0.454796
416.5,0.45429
416.4,0.453818
416.3,0.453286
416.2,0.452729
416.1,0.452236
416,0.451613
415.9,0.451066
415.8,0.45049
415.7,0.449956
415.6,0.449493
415.5,0.448983
415.4,0.448434
415.3,0.447814
415.2,0.44719
415.1,0.446585
415,0.445973
414.9,0.445381
414.8,0.444775
414.7,0.444256
414.6,0.443745
414.5,0.443144
414.4,0.442565
414.3,0.441953
414.2,0.441258
414.1,0.440676
414,0.440087
413.9,0.439474
413.8,0.438908
413.7,0.438348
413.6,0.437765
413.5,0.437077
413.4,0.436502
413.3,0.435903
413.2,0.435274
413.1,0.434713
413,0.434123
412.9,0.433426
412.8,0.432765
412.7,0.432216
412.6,0.43153
412.5,0.430918
412.4,0.430354
412.3,0.429602
412.2,0.42895
412.1,0.428383
412,0.427676
411.9,0.427112
411.8,0.426564
411.7,0.425852
411.6,0.425287
411.5,0.424601
411.4,0.423834
411.3,0.42315
411.2,0.422392
411.1,0.4217
411,0.421054
410.9,0.420484
410.8,0.419847
410.7,0.419117
410.6,0.418418
410.5,0.417578
410.4,0.416831
410.3,0.41618
410.2,0.415425
410.1,0.414726
410,0.414011
409.9,0.413308
409.8,0.412664
409.7,0.411942
409.6,0.411129
409.5,0.410322
409.4,0.409543
409.3,0.408879
409.2,0.408203
409.1,0.407468
409,0.40667
408.9,0.405971
408.8,0.405207
408.7,0.404427
408.6,0.403732
408.5,0.402874
408.4,0.402156
408.3,0.401485
408.2,0.400725
408.1,0.400019
408,0.399247
407.9,0.398461
407.8,0.397651
407.7,0.396847
407.6,0.396131
407.5,0.395384
407.4,0.394711
407.3,0.393811
407.2,0.393023
407.1,0.392231
407,0.391331
406.9,0.390653
406.8,0.389787
406.7,0.388917
406.6,0.388116
406.5,0.387322
406.4,0.38662
406.3,0.385779
406.2,0.385033
406.1,0.384342
406,0.383523
405.9,0.382838
405.8,0.382111
405.7,0.381249
405.6,0.380385
405.5,0.37955
405.4,0.378602
405.3,0.377654
405.2,0.376844
405.1,0.375973
405,0.375148
404.9,0.374324
404.8,0.373404
404.7,0.372519
404.6,0.371705
404.5,0.370966
404.4,0.370131
404.3,0.36941
404.2,0.368563
404.1,0.367605
404,0.366886
403.9,0.365956
403.8,0.365
403.7,0.364208
403.6,0.363301
403.5,0.362393
403.4,0.36158
403.3,0.36073
403.2,0.359853
403.1,0.359017
403,0.358212
402.9,0.357366
402.8,0.356616
402.7,0.35579
402.6,0.354976
402.5,0.35413
402.4,0.353112
402.3,0.352107
402.2,0.351167
402.1,0.350341
402,0.349354
401.9,0.348542
401.8,0.347736
401.7,0.346794
401.6,0.346051
401.5,0.345247
401.4,0.34418
401.3,0.343298
401.2,0.342589
401.1,0.341733
401,0.340953
400.9,0.339915
400.8,0.338857
400.7,0.337963
400.6,0.33697
400.5,0.336152
400.4,0.335226
400.3,0.334231
400.2,0.333489
400.1,0.332566
400,0.331651
